TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-03-13 23:40:43,1773445243554,leaderboard-asql0cto7-alexralis-projects.vercel.app/api/cron/weekly-digest,GET,,200,4zmvj-1773445243554-cca7656c4393,vercel-cron/1.0,,production,master,MISS,middleware,middleware,leaderboard-asql0cto7-alexralis-projects.vercel.app,leaderboard-asql0cto7-alexralis-projects.vercel.app,dpl_Bx3Py8kStW3SBUzJgvLaSuxug95Y,538,iad1,260,2048,,prj_u3xZt5TpKyguT1SULBWesT9b6jJX,,,01KKMS5RQWF3SMGPB5M1QCTSW6,wGR6xZUYP0Yv,1
2026-03-13 23:40:43,1773445243554,leaderboard-asql0cto7-alexralis-projects.vercel.app/api/cron/weekly-digest,GET,,200,4zmvj-1773445243554-cca7656c4393,vercel-cron/1.0,,production,master,MISS,function,/api/cron/weekly-digest,leaderboard-asql0cto7-alexralis-projects.vercel.app,leaderboard-asql0cto7-alexralis-projects.vercel.app,dpl_Bx3Py8kStW3SBUzJgvLaSuxug95Y,938,iad1,278,2048,,prj_u3xZt5TpKyguT1SULBWesT9b6jJX,,,01KKMS5SHPP1G3X80SHCSQNVZQ,nyQEg9zVgDYH,1
